"","name","ticker","date","title","nr_attachments","type"
"6860","Quantafuel ASA","QFUEL-ME","2020-08-26T06:00:00Z","Quantafuel ASA | Invitation to Q2 2020 conference call",0,"other"
"6861","Aker Offshore Wind AS","AOW-ME","2020-08-25T18:08:59.536+02:00","Financial calendar",0,"other"
"6862","Multiconsult ASA","MULTI","2020-08-25T17:44:03.753+02:00","Financial calendar",0,"other"
"6863","Aker Carbon Capture AS","ACC-ME","2020-08-25T17:33:07.251+02:00","Financial calendar",0,"other"
"6864","Kid ASA","KID","2020-08-25T17:31:08.921+02:00","Financial calendar",0,"other"
"6865","GC Rieber Shipping ASA","RISH","2020-08-25T17:12:47.678+02:00","GC Rieber Shipping: Sale of vessel",0,"other"
"6866","Storebrand Bank ASA","STORB","2020-08-25T15:48:44.297+02:00","STOREBRAND BANK ASA - Increase of bond",0,"other"
"6867","Storebrand Bank ASA","STORB","2020-08-25T15:48:44.266+02:00","STOREBRAND BANK ASA - Utvidelse av obligasjon",0,"other"
"6868","Sbanken ASA","SBANK","2020-08-25T15:16:15.418+02:00","Sbanken ASA: Vellykket utstedelse av fondsobligasjon og ansvarlig lån og tilbakekjøp",0,"other"
"6869","Sbanken ASA","SBANK","2020-08-25T15:16:15.324+02:00","Sbanken ASA:",0,"other"
"6870","Brage Finans AS","BRFI","2020-08-25T15:13:22.024+02:00","Brage Finans har åpnet et nytt senior obligasjonslån",0,"other"
"6871","Aker Solutions ASA","AKSO","2020-08-25T15:00:12.395+02:00","Aker Solutions ASA: New Share Capital Registered of Aker Carbon Capture AS and Aker Offshore Wind Holding AS and Update on Dividend-in-Kind",0,"other"
"6872","EAM Solar ASA","EAM","2020-08-25T14:50:32.661+02:00","EAM Solar ASA: Legal status update",2,"other"
"6873","AWILCO LNG ASA","ALNG","2020-08-25T14:50:21.323+02:00","ALNG – Extraordinary General Meeting",4,"other"
"6874","Landkreditt Boligkreditt AS","LANDKBK","2020-08-25T14:37:45.927+02:00","Tilbakekjøp i LANDBK06 PRO",0,"other"
"6875","Norske Skog ASA","NSKOG","2020-08-25T14:15:27.617+02:00","Dividend payment",0,"other"
"6876","Kongsberg Gruppen ASA","KOG","2020-08-25T13:37:05.339+02:00","Financial calendar",0,"other"
"6877","Kongsberg Gruppen ASA","KOG","2020-08-25T13:37:05.26+02:00","Finansiell kalender",0,"other"
"6878","Sogn og Fjordane Energi AS","SFEN","2020-08-25T13:20:23.691+02:00","Sogn og Fjordane Energi utbyteutbetaling",1,"other"
"6879","KLP Boligkreditt AS","KLPBK","2020-08-25T10:37:01.346+02:00","KLP Boligkreditt AS – salg av egenbeholdning",0,"other"
"6880","Kitron ASA","KIT","2020-08-25T10:32:14.512+02:00","MedAvail awards contract to Kitron's US factory",0,"other"
"6881","Kitron ASA","KIT","2020-08-25T10:32:14.481+02:00","MedAvail tildeler kontrakt til Kitrons fabrikk i USA",0,"other"
"6882","Brage Finans AS","BRFI","2020-08-25T07:25:00Z","Brage Finans vurderer å utstede nytt obligasjonslån",0,"other"
"6883","Siem Offshore Inc.","SIOFF","2020-08-25T08:56:42.787+02:00","Presentation of Second Quarter and First Half 2020 Results",0,"other"
"6884","Sbanken ASA","SBANK","2020-08-25T08:47:16.556+02:00","Sbanken ASA: Vurderer utstedelse av nytt fondsobligasjonslån og ansvarlig lån",0,"other"
"6885","Sbanken ASA","SBANK","2020-08-25T08:47:16.399+02:00","Sbanken ASA: Potential new issuance of Additional Tier 1 bond and Tier 2 bond",0,"other"
"6886","Veidekke ASA","VEI","2020-08-25T08:45:13.007+02:00","Opsjonsinnløsning Veidekke ASA",0,"other"
"6887","Veidekke ASA","VEI","2020-08-25T08:45:12.757+02:00","Exercise of employee share options in Veidekke ASA",0,"other"
"6888","Aker Carbon Capture AS","ACC-ME","2020-08-25T08:34:28.213+02:00","Oslo Børs har mottatt søknad fra Aker Carbon Capture AS om opptak til handel på Merkur Market.",0,"other"
"6889","Aker Carbon Capture AS","ACC-ME","2020-08-25T08:34:28.103+02:00","Oslo Børs has received an application for admission to trading on Merkur Market from Aker Carbon Capture AS",0,"other"
"6890","Aker Offshore Wind AS","AOW-ME","2020-08-25T08:24:53.879+02:00","Oslo Børs har mottatt søknad fra Aker Offshore Wind Holding AS om opptak til handel på Merkur Market.",0,"other"
"6891","Aker Offshore Wind AS","AOW-ME","2020-08-25T08:24:53.848+02:00","Oslo Børs has received an application for admission to trading on Merkur Market from Aker Offshore Wind Holding AS",0,"other"
"6892","Seadrill Limited","SDRL","2020-08-25T07:00:26.192+02:00","Seadrill Limited (SDRL) - Second Quarter 2020 Results",2,"other"
"6893","Seadrill Limited","SDRL","2020-08-25T05:00:00Z","SDRL - Seadrill Limited Announces Second Quarter 2020 Results and files 6-K",1,"other"
"6894","Fana Sparebank","FSB","2020-08-25T00:46:39.831+02:00","Fana Sparebank - Utvider i FSB40 PRO",0,"other"
"6895","Hexagon Composites ASA","HEX","2020-08-24T23:03:52.488+02:00","Hexagon Composites ASA: Private placement successfully completed",0,"other"
"6896","Zenith Energy Ltd","ZENA-ME","2020-08-24T20:23:41.383+02:00","Termination of Market Making Agreement with Norne Securities AS",1,"other"
"6897","Seadrill Limited","SDRL","2020-08-24T17:19:03.91+02:00","Financial calendar",0,"other"
"6898","Vasakronan AB","VASA","2020-08-24T16:44:28.154+02:00","Emission av ny grön företagsobligation",0,"other"
"6899","Tensio AS","TEN","2020-08-24T15:55:17.861+02:00","Finansiell kalender",0,"other"
"6900","Lillestrøm kommune","LSKO","2020-08-24T15:36:07.859+02:00","Oslo Børs – Lillestrøm kommune - Mottatt søknad om notering av obligasjonslån",0,"other"
"6901","Lillestrøm kommune","LSKO","2020-08-24T15:36:07.859+02:00","Oslo Børs – Lillestrøm kommune – Received application for listing of bonds",0,"other"
"6902","SpareBank 1 Boligkreditt","SPBKR","2020-08-24T15:34:22.297+02:00","Tilbakekjøp av fondsobligasjonslån",0,"other"
"6903","Sparebanken Sogn og Fjordane","SFSB","2020-08-24T14:02:53.915+02:00","Sparebanken Sogn og Fjordane vurderer utferding av ny 5 år senior obligasjon",0,"other"
"6904","SpareBank 1 SMN","MING","2020-08-24T13:40:02.296+02:00","Vellykket utstedelse av Etterstilt Senior Obligasjonslån i NOK",0,"other"
"6905","SpareBank 1 SMN","MING","2020-08-24T13:40:02.281+02:00","Successful issuance of Senior Non-Preferred Bond in NOK",0,"other"
"6906","Aurskog Sparebank","AURG","2020-08-24T13:00:03.381+02:00","Aurskog Sparebank: Nedkvittering og utvidelser av obligasjonslån",0,"other"
"6907","Larvikbanken - din personlige spb","LBSB","2020-08-24T11:52:12.772+02:00","Kvartalsrapport for 2. kvartal 2020 fra Larvikbanken - din personlige sparebank",1,"other"
"6908","Entra ASA","ENTRA","2020-08-24T10:53:04.389+02:00","Financial calendar",0,"other"
"6909","Entra ASA","ENTRA","2020-08-24T10:53:04.217+02:00","Finansiell kalender",0,"other"
"6910","SpareBank 1 SMN","MING","2020-08-24T09:00:01.737+02:00","Contemplating issuance of senior non-preferred bond",0,"other"
"6911","SpareBank 1 SMN","MING","2020-08-24T09:00:01.487+02:00","Mulig utstedelse av senior etterstilt obligasjonslån",0,"other"
"6912","Wallenius Wilhelmsen ASA","WALWIL","2020-08-24T07:00:00Z","Wallenius Wilhelmsen ASA: Presentation for Fixed income investor Meetings",1,"other"
"6913","Hexagon Composites ASA","HEX","2020-08-21T20:29:33.297+02:00","Mandatory Notification of Trade - Options",0,"other"
"6914","Nordic Nanovector ASA","NANO","2020-08-21T16:58:39.184+02:00","Nordic Nanovector ASA: Invitation to Second Quarter and First Half 2020 Results Presentation and Webcast - correction",0,"other"
"6915","Nordic Nanovector ASA","NANO","2020-08-21T16:05:22.237+02:00","Nordic Nanovector ASA: Invitation to Second Quarter and First Half 2020 Results Presentation and Webcast",0,"other"
"6916","Vasakronan AB","VASA","2020-08-21T15:43:37.238+02:00","Emission av ny grön företagsobligation",0,"other"
"6917","Vasakronan AB","VASA","2020-08-21T15:41:58.585+02:00","Emission av ny grön företagsobligation",0,"other"
"6918","SR-Boligkreditt AS","SRBOL","2020-08-21T14:44:36.57+02:00","Oslo Børs – SR-Boligkreditt AS – Received application for listing of bonds",0,"other"
"6919","SR-Boligkreditt AS","SRBOL","2020-08-21T14:44:36.566+02:00","Oslo Børs – SR-Boligkreditt AS  - Mottatt søknad om notering av obligasjonslån",0,"other"
"6920","SpareBank 1 Boligkreditt","SPBKR","2020-08-21T14:21:53.682+02:00","Tilbakekjøp av fondsobligasjonslån",0,"other"
"6921","SAS AB","SAS","2020-08-21T11:45:12.875+02:00","CHANGES TO NOMINATION COMMITTEE FOR SAS AB (PUBL)",1,"other"
"6922","SAS AB","SAS","2020-08-21T11:45:12.859+02:00","ÄNDRINGAR I VALBEREDNINGEN FÖR SAS AB (PUBL)",1,"other"
"6923","SalMar ASA","SALM","2020-08-21T11:25:08.385+02:00","SalMar - Invitation to presentation of the second quarter 2020 results",0,"other"
"6924","SalMar ASA","SALM","2020-08-21T11:25:08.369+02:00","SalMar - Invitasjon til presentasjon av resultater for andre kvartal 2020",0,"other"
"6925","Goodtech ASA","GOD","2020-08-21T11:18:41.517+02:00","Goodtech – Eric Staurset har varslet sin fratredelse",0,"other"
"6926","SpareBank 1 Gudbrandsdal","SBGG","2020-08-21T11:10:44.537+02:00","Tilbakekjøp og utvidelse av obligasjonslån - SBGG",0,"other"
"6927","SpareBank 1 Gudbrandsdal","SBGG","2020-08-21T11:04:57.426+02:00","Tilbakekjøp og utvidelse av obligasjonslån - SBGG",0,"other"
"6928","Vistin Pharma ASA","VISTIN","2020-08-21T11:00:01.346+02:00","Vistin Pharma ASA: Invitation to second quarter and first half results conference call",0,"other"
"6929","Ørskog Sparebank","ORSP","2020-08-21T09:07:40.355+02:00","Ørskog Sparebank: Vurderer utstedelse av ansvarlig obligasjonslån",0,"other"
"6930","Euronav Luxembourg S.A.","EULU","2020-08-21T08:22:20.235+02:00","Disclosure regarding a transparency notification",1,"other"
"6931","Aker Solutions ASA","AKSO","2020-08-21T08:00:11.379+02:00","Aker Solutions ASA: Notice of Extraordinary General Meeting Regarding Merger With Kvaerner",5,"other"
"6932","Kværner ASA","KVAER","2020-08-21T08:00:07.316+02:00","Notice of Extraordinary General meeting - merger with Aker Solutions ASA",3,"other"
"6933","MPC Container Ships ASA","MPCC","2020-08-21T08:00:05.253+02:00","MPC Container Ships ASA announces result of the subsequent offering and allocation to primary insiders",0,"other"
"6934","American Shipping Company ASA","AMSC","2020-08-21T08:00:03.831+02:00","American Shipping Company ASA - Key information relating to the cash dividend to be paid by AMSC",0,"other"
"6935","Goodtech ASA","GOD","2020-08-21T05:55:00Z","Goodtech: Resultat for 2. kvartal og 1. halvår 2020",1,"other"
"6936","Hunter Group ASA","HUNT","2020-08-21T07:30:03.49+02:00","Hunter Group ASA - Hunter Frigg Delivered",0,"other"
"6937","BRAbank ASA","BRA-ME","2020-08-21T07:07:16.253+02:00","Nye BRAbank ASA inngår samarbeidsavtale med Stacc AS",0,"other"
"6938","BRAbank ASA_old2","BRABK-ME","2020-08-21T07:05:17.101+02:00","BRAbank ASA: BRA-ME - Nye BRAbank ASA inngår samarbeidsavtale med Stacc AS",1,"other"
"6939","BRAbank ASA_old2","BRABK-ME","2020-08-21T07:05:16.914+02:00","BRAbank ASA: BRA-ME - New BRAbank ASA enters into agreement with Stacc AS",1,"other"
"6940","BRAbank ASA_old2","BRABK-ME","2020-08-21T07:00:30.128+02:00","BRAbank ASA: BRA-ME - Turnaround complete and profitability restored",3,"other"
"6941","BRAbank ASA_old2","BRABK-ME","2020-08-21T07:00:29.971+02:00","BRAbank ASA: BRA-ME - Snuoperasjonen gjennomført og lønnsomheten gjenopprettet",3,"other"
"6942","Nekkar ASA","NKR","2020-08-20T22:34:56.607+02:00","Nekkar ASA : Preben Liltved to replace Toril Eidesvik as CEO",0,"other"
"6943","Norway Royal Salmon ASA","NRS","2020-08-20T21:13:25.499+02:00","Norway Royal Salmon (NRS): Invitasjon til Webcast av 2. kvartal 2020 den 25. august 2020 kl. 8:00",0,"other"
"6944","Norway Royal Salmon ASA","NRS","2020-08-20T21:13:25.499+02:00","Norway Royal Salmon (NRS): Invitation to Webcast of Q2 2020 on 25 August 2020 at 8:00 am (CET)",0,"other"
"6945","Boa Offshore AS","BOAO","2020-08-20T20:18:46.565+02:00","BOA OFFSHORE AS – INFORMATION TO BONDHOLDERS REGARDING A DECISION FROM SØR-TRØNDELAG DISTRICT COURT",0,"other"
"6946","AF Gruppen ASA","AFG","2020-08-20T17:22:18.971+02:00","Financial calendar",0,"other"
"6947","AF Gruppen ASA","AFG","2020-08-20T17:22:18.909+02:00","Finansiell kalender",0,"other"
"6948","Vow ASA","VOW","2020-08-20T16:11:53.345+02:00","Vow ASA : Invitation to Vow ASA first half year presentation on Wednesday August 26",0,"other"
"6949","Orkla Sparebank","OSPA","2020-08-20T14:46:55.727+02:00","Utvidelse utstedte obligasjoner",0,"other"
"6950","Orkla Sparebank","OSPA","2020-08-20T14:44:12.931+02:00","Tilbakekjøp utstedte obligasjoner",0,"other"
"6951","BW Offshore Limited","BWO","2020-08-20T14:15:01.316+02:00","BW Offshore: Invitation to Q2 2020 Presentation 27 August",0,"other"
"6952","BW Energy Limited","BWE","2020-08-20T14:00:01.357+02:00","BW Energy: Invitation to Q2 2020 Presentation 26 August",0,"other"
"6953","Flekkefjord Sparebank","FFSB","2020-08-20T13:13:49.261+02:00","Tilbakekjøp egne obligasjoner",0,"other"
"6954","Flekkefjord Sparebank","FFSB","2020-08-20T13:06:56.872+02:00","Utvidelse av FFSB10 PRO",0,"other"
"6955","Frontline Ltd.","FRO","2020-08-20T13:05:45.933+02:00","Financial calendar",0,"other"
"6956","Frontline Ltd.","FRO","2020-08-20T13:05:29.252+02:00","FRO - Invitation to Q2 2020 Results Conference Call and Webcast",0,"other"
"6957","GC Rieber Shipping ASA","RISH","2020-08-20T12:50:06.203+02:00","GC Rieber Shipping: Sale of vessel",0,"other"
"6958","Arendals Fossekompani ASA","AFK","2020-08-20T12:27:11.625+02:00","Nøkkelinformasjon ved kontantutbytte for Arendals Fossekompani ASA, korrigert utbetalingsdato",0,"other"
"6959","Sparebanken Sogn og Fjordane","SFSB","2020-08-20T11:57:09.389+02:00","Sal av behaldning i SSFBK19",0,"other"
"6960","Arendals Fossekompani ASA","AFK","2020-08-20T11:44:18.973+02:00","Nøkkelinformasjon ved kontantutbytte for Arendals Fossekompani ASA",0,"other"
"6961","Lavo.tv AS","LAVO-ME","2020-08-20T11:43:02.615+02:00","Pre-notification of possible de-listing",0,"other"
"6962","Lavo.tv AS","LAVO-ME","2020-08-20T11:43:02.464+02:00","Forhåndsvarsel om mulig strykning",0,"other"
"6963","Storebrand ASA","STB","2020-08-20T10:46:55.262+02:00","Financial calendar",0,"other"
"6964","Storebrand ASA","STB","2020-08-20T10:46:55.2+02:00","Finansiell kalender",0,"other"
"6965","Wallenius Wilhelmsen ASA","WALWIL","2020-08-20T10:09:17.928+02:00","Wallenius Wilhelmsen ASA – Fixed Income Investor Calls",0,"other"
"6966","Landkreditt Bank AS","LAKRB","2020-08-20T08:37:13.999+02:00","Landkreditt Bank AS utvider LANDK52 PRO",0,"other"
"6967","Storebrand Bank ASA","STORB","2020-08-20T08:35:11.683+02:00","STOREBRAND BANK ASA - Issue of Bond",0,"other"
"6968","Storebrand Bank ASA","STORB","2020-08-20T08:35:11.667+02:00","STOREBRAND BANK ASA - Emisjon",0,"other"
"6969","SAS AB","SAS","2020-08-20T08:00:13.566+02:00","Notice convening the Extraordinary General Meeting of SAS AB",1,"other"
"6970","SAS AB","SAS","2020-08-20T08:00:13.425+02:00","Kallelse till extra bolagsstämma i SAS AB",1,"other"
"6971","GC Rieber Shipping ASA","RISH","2020-08-20T08:00:11.816+02:00","GC Rieber Shipping: Shearwater receives SK Innovation 3D award offshore Vietnam",0,"other"
"6972","Quantafuel ASA","QFUEL-ME","2020-08-20T06:00:00Z","Quantafuel ASA | Key suppliers on site in Skive",0,"other"
"6973","Höegh LNG Holdings Ltd","HLNG","2020-08-20T07:56:29.991+02:00","Höegh LNG : *CORRECTION* Interim results for the quarter and half year ended 30 June 2020",2,"other"
"6974","MPC Container Ships ASA","MPCC","2020-08-20T07:30:10.218+02:00","MPC Container Ships ASA announces last day of subscription period in the subsequent offering",0,"other"
"6975","KLP Boligkreditt AS","KLPBK","2020-08-19T15:33:39.384+02:00","KLP Boligkreditt AS – salg av egenbeholdning",0,"other"
"6976","Eika Boligkreditt AS","EIKB","2020-08-19T15:30:19.77+02:00","Repurchase of EIKB66 PRO",0,"other"
"6977","Entra ASA","ENTRA","2020-08-19T14:36:44.428+02:00","Oslo Børs – Entra ASA  - Mottatt søknad om notering av obligasjonslån",0,"other"
"6978","Entra ASA","ENTRA","2020-08-19T14:36:44.26+02:00","Oslo Børs – Entra ASA  – Received application for listing of bonds",0,"other"
"6979","Borregaard ASA","BRG","2020-08-19T14:35:35.392+02:00","Oslo Børs – Borregaard ASA  – Received application for listing of bonds",0,"other"
"6980","Borregaard ASA","BRG","2020-08-19T14:35:35.207+02:00","Oslo Børs – Borregaard ASA  - Mottatt søknad om notering av obligasjonslån",0,"other"
"6981","Helgeland Kraft AS","HELK","2020-08-19T14:15:32.386+02:00","Finansiell kalender",0,"other"
"6982","Nidaros Sparebank","NISB-ME","2020-08-19T13:36:32.147+02:00","Nidaros Sparebank: Vurderer utstedelse av ansvarlig obligasjonslån",0,"other"
"6983","Borregaard ASA","BRG","2020-08-19T13:25:46.303+02:00","Borregaard ASA: Issuance of Commercial Paper",0,"other"
"6984","Polaris Media ASA","POL","2020-08-19T12:58:05.723+02:00","Polaris Media ASA (POL) - Invitasjon til resultatpresentasjon Q2 2020",0,"other"
"6985","Aker ASA","AKER","2020-08-19T12:57:27.328+02:00","Aker ASA: Aker Horizons invites to presentation of Aker Carbon Capture and Aker Offshore Wind",0,"other"
"6986","Solon Eiendom ASA","SOLON","2020-08-19T12:53:59.449+02:00","Solon Eiendom ASA: Invitasjon til presentasjon av andre kvartal 2020",0,"other"
"6987","Klaveness Combination Carriers ASA","KCC","2020-08-19T12:23:24.066+02:00","KCC: Key information relating to dividend for second quarter 2020",0,"other"
"6988","Odfjell SE","ODF","2020-08-19T08:43:31.903+02:00","Odfjell SE appoints first Chief Sustainability Officer",0,"other"
"6989","Odfjell SE","ODF","2020-08-19T08:42:16.434+02:00","Odfjell utnevner konserndirektør for bærekraft",0,"other"
"6990","Landkreditt Bank AS","LAKRB","2020-08-19T08:31:54.691+02:00","Landkreditt Bank utvider og kjøper tilbake obligasjoner",0,"other"
"6991","PCI Biotech Holding ASA","PCIB","2020-08-19T08:22:57.318+02:00","PCI Biotech: Publication of case report series from the Phase I study in bile duct cancer",0,"other"
"6992","Hexagon Composites ASA","HEX","2020-08-19T08:15:01.377+02:00","Hexagon to transfer CNG LDV to its g-mobility business - establishing Hexagon Purus as a pure e-mobility business",0,"other"
"6993","Fjellinjen AS","FJELL","2020-08-19T08:14:00.071+02:00","Avtale inngått om avhendelse av Fjellinjen Utsteder AS",1,"other"
"6994","Interoil Exploration and Prod. ASA","IOX","2020-08-19T08:00:01.508+02:00","ANH grants extension of LLA-47 and Altair exploration periods",0,"other"
"6995","Multiconsult ASA","MULTI","2020-08-19T07:00:14.008+02:00","Invitation to presentation of Multiconsult ASA's second quarter and half year 2020 results",1,"other"
"6996","Norwegian Air Shuttle ASA","NAS","2020-08-18T18:00:00Z","Norwegian Air Shuttle ASA (NAS) – Additional conversion of lease debt to equity",0,"other"
